Name of State/UTs,District,Health Block,Type of Facility (Category),Name of Facility,Urban/Rural
Kerala,Thrissur,Mala,SHC,FWC Ashtamichira,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Ayiramkanni,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Blangad,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Brahmakulam,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Chakkumkantam,Urban
Kerala,Thrissur,Chavakkad,SHC,FWC Chathangad,Urban
Kerala,Thrissur,Chavakkad,SHC,FWC Chemmannur,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Chettuva,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Chettuva,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Choolpuram,Urban
Kerala,Thrissur,Chavakkad,SHC,FWC Edakkazhiyur,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Edamuttom,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Edassery,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Elavally,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Enamakkal,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Engandiyur,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Iringapuram,Urban
Kerala,Thrissur,Chavakkad,SHC,FWC Kadikad,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Kaithakkal,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Kakkassery,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Kannoth Thoykkavu East,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Karayavattom,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Kazhimbram,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Kothakulam,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Kundazhiyur,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Main center Orumanayur,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Main center Pookode,Urban
Kerala,Thrissur,Chavakkad,SHC,FWC Main Centre Andathode,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Main Centre Elavally,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Main centre Kadappuram,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Main Centre Mullassery,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Main Centre Nattika,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Main Centre Pavaraty,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Main Centre Punnayur,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Main centre Thaikad,Urban
Kerala,Thrissur,Thalikkulam,SHC,FWC Main Centre Thalikulam,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Main Centre Vadakkekkad,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Main Centre Vatanapilly,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Main Centre Venkidangu,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Manikandeswaram,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Mannalamkunnu,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Meanchantha,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Naduvilkara,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Nattika West,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Nattka East,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Nemmani,Urban
Kerala,Thrissur,Chavakkad,SHC,FWC Nhamanaghat,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Padoor,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Paikanniyur,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Pavaratty,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Punnayur,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Punnayurkulam,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Puthumanasserry,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Thottappu,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Urakom,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Vadanapilly Kuttamukam,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Vailathur,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Vaka,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Valappad,Rural
Kerala,Thrissur,Chavakkad,SHC,FWC Vattekad,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Vazhapully,Urban
Kerala,Thrissur,Mullassery,SHC,FWC Venkidangu,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Venmanad,Rural
Kerala,Thrissur,Notmapped,SHC,UHWC Mama BAzaar,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Mammiyur,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Puthenkadappuram,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Thekkan Palayur,Urban
Kerala,Thrissur,Chavakkad,SDH,THQH Chavakkad,Urban
Kerala,Thrissur,Mathilakam,CHC,Madavana CHC,Rural
Kerala,Thrissur,Mathilakam,CHC,Perinjanam CHC,Rural
Kerala,Thrissur,Mathilakam,PHC,Chamakkala PHC,Rural
Kerala,Thrissur,Mathilakam,PHC,Edavilangu PHC,Rural
Kerala,Thrissur,Mathilakam,PHC,Kaipamangalam PHC,Rural
Kerala,Thrissur,Mathilakam,PHC,Koolimuttam PHC,Rural
Kerala,Thrissur,Mathilakam,PHC,Mathilakom PHC,Rural
Kerala,Thrissur,Mathilakam,PHC,Methala PHC,Urban
Kerala,Thrissur,Mathilakam,PHC,P Vemballur PHC,Rural
Kerala,Thrissur,Vellangallur,PHC,UPHC Anapuzha,Urban
Kerala,Thrissur,Mathilakam,SHC,FWC Amandur,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Anapuzha in Vellangalloor,Urban
Kerala,Thrissur,Mathilakam,SHC,FWC Anchamparathi,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Anchangadi,Rural
Kerala,Thrissur,Thalikkulam,SHC,FWC Anchangadi,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Anjapalam,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Arakulam,Urban
Kerala,Thrissur,Mathilakam,SHC,FWC Arattukadavu ,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Azhikkod in Perinjanam,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Chakkarapadam,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Chalingad,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Chenthrapinny South,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Chentrapinny East,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Cheramanparambu,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Choolur,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Eriyad,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Kaipamangalam East,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Kaipamangalam West,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Kara,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Karumathra,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Kathiyalam,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Koolimuttom,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Kottikkal,Rural
Kerala,Thrissur,Mala,SHC,FWC Madathumpadi,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Main center Edavilangu,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Main center Madavana,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Main Center Methala,Urban
Kerala,Thrissur,Mathilakam,SHC,FWC Main Centre Chammakala,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Main Centre Kaipamangalam,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Main Centre Koolimuttom,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Main Centre Perinjanam,Rural
Kerala,Thrissur,Mala,SHC,FWC Main Centre Poyya,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Main Centre P Vemballur,Rural
Kerala,Thrissur,Mala,SHC,FWC Malapallippuram,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Manappattuchal,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Mathilakam,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Munnakkal,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Onaparambu Perinjanm West,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Parambikulangara,Urban
Kerala,Thrissur,Mathilakam,SHC,FWC Perumpadappu,Rural
Kerala,Thrissur,Mala,SHC,FWC Poopathy,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Poovathumkadavu,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Pozhamkavu Thriveni,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Puthiyakavu,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC P Vemballur,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Santhipuram,Rural
Kerala,Thrissur,Mathilakam,SHC,FWC Vazhiyambalam,Rural
Kerala,Thrissur,Notmapped,SHC,FWC V P Thuruthu,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Kanakkankadavu,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Kurumbissery KSRTC,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Padanna,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Vayalar,Urban
Kerala,Thrissur,Mala,SDH,THQH Kodungallur,Urban
Kerala,Thrissur,Wadakkanchery,CHC,Erumapetty CHC,Rural
Kerala,Thrissur,Chowannur,CHC,Pazhanji CHC,Rural
Kerala,Thrissur,Puzhakkal,PHC,Arthat PHC,Urban
Kerala,Thrissur,Chowannur,PHC,Choondal PHC,Rural
Kerala,Thrissur,Chowannur,PHC,Chowannur PHC,Rural
Kerala,Thrissur,Chowannur,PHC,Kandanassery PHC,Rural
Kerala,Thrissur,Chowannur,PHC,Perumpilavu PHC,Rural
Kerala,Thrissur,Chowannur,PHC,Porkulam PHC,Rural
Kerala,Thrissur,Chowannur,PHC,UPHC Porkalengad,Urban
Kerala,Thrissur,Chowannur,PHC,Velur PHC,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Aloor,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Chemmanthitta,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Cheruthuruthy,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Chirakkal,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Chittanjur,Urban
Kerala,Thrissur,Chowannur,SHC,FWC Choondal,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Chowannur,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Eranellur Kechery,Rural
Kerala,Thrissur,Mullassery,SHC,FWC Kadavallur,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Kandanasserry,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Karichal,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Karikkad,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Kattakambal,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Kidangur,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Kiralur,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Kodumbu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Koonammoochy,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Kottanellur,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Kundannur,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Kurumal,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC main center Erumapetty,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Main Centre Arthat,Urban
Kerala,Thrissur,Chowannur,SHC,FWC Main Centre Kandanassery,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Main Centre Pazhanji,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Main Centre Periumpilavu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Main Centre Porkulam,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Maincentre Velur,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Mangad 1,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Mangad II,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Mangadu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC MC Anayikkal,Urban
Kerala,Thrissur,Wadakkanchery,SHC,FWC Muringatheri,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Nambazikadu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Ottapilavu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Paruvankunnu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Payyur,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Perumpilavu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Pilikkattor Payyur,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Porkulam,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Pudussery,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Thalakkottukara,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Thayoor,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Vaduthala,Urban
Kerala,Thrissur,Chowannur,SHC,FWC Vellattanjure,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Veloor,Rural
Kerala,Thrissur,Notmapped,SHC,UHWC Chowannur,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Kurukkanpara,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Vysseri,Urban
Kerala,Thrissur,Chavakkad,SDH,TH Kunnamkulam,Urban
Kerala,Thrissur,Irinjalakkuda,CHC,Anandapuram CHC,Rural
Kerala,Thrissur,Irinjalakkuda,CHC,Kattoor CHC,Rural
Kerala,Thrissur,Vellangallur,CHC,Puthenchira CHC,Rural
Kerala,Thrissur,Irinjalakkuda,DH,GH Irrinjalakkuda,Urban
Kerala,Thrissur,Kodakara,PHC,Alagapanagar PHC,Rural
Kerala,Thrissur,Irinjalakkuda,PHC,Karalam PHC,Rural
Kerala,Thrissur,Kodakara,PHC,Nenmanikara PHC,Rural
Kerala,Thrissur,Vellangallur,PHC,Padiyur PHC,Rural
Kerala,Thrissur,Irinjalakkuda,PHC,Parappukkara PHC,Rural
Kerala,Thrissur,Vellangallur,PHC,Poomangalam PHC,Rural
Kerala,Thrissur,Irinjalakkuda,PHC,Porathissery PHC,Urban
Kerala,Thrissur,Mala,PHC,Poyya PHC,Rural
Kerala,Thrissur,Kodakara,PHC,Thrikkur PHC,Rural
Kerala,Thrissur,Vellangallur,PHC,Vellangalloor PHC,Rural
Kerala,Thrissur,Vellangallur,PHC,Veloorkkara PHC,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Alathoor,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Avittathur,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Chamakunnu,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Chettiyal,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Edakulam,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Edathirinji Pothani,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Eravakkad,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Kallamkunnu,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Kallur,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Kalparambu,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Kandaramthara,Urban
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Karalam,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Karanchira,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Karingachira,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Karumathra,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Kattoor,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Kombathukadavu,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Konathukunnu,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Madaikonam,Urban
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Main centre Anandapuram,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Main centre Karalam,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Main Centre Mupliyam,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Main Centre Nenmanikara,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Main Centre Padiyur,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Main Centre Puthenchira,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC  MC Poomangalam,Rural
Kerala,Thrissur,Kodakara,SHC,FWC MC Thrikkur,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Moorkanadu,Urban
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Muriyad,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Nadavarambu,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Nemmanikkara,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Pachalipuram,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Palakkaparambu,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Pandallore,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Pattepadam,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Pezhumkad,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Pongothra,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Ponnukkara,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Poomamangalam,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Pudukkad,Rural
Kerala,Thrissur,Kodakara,SHC,FWC Pulakkattukara,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Pullur,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Thanissery,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Thottippal,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Thuravankad,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Valavanangadi padiyur,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Vallivattom,Rural
Kerala,Thrissur,Irinjalakkuda,SHC,FWC Vellani,Rural
Kerala,Thrissur,Vellangallur,SHC,FWC Velloor,Rural
Kerala,Thrissur,Vellangallur,SHC,Main Centre Vellangallur,Rural
Kerala,Thrissur,Kodakara,SDH,Puthukkad TH,Rural
Kerala,Thrissur,Pazhayannur,CHC,Pazhayannur CHC,Rural
Kerala,Thrissur,Pazhayannur,CHC,Thiruvilwamala CHC,Rural
Kerala,Thrissur,Wadakkanchery,DH,DH Wadakkanchery,Urban
Kerala,Thrissur,Puzhakkal,MC,Medical college Thrissur,Rural
Kerala,Thrissur,Wadakkanchery,PHC,Desamangalam PHC,Rural
Kerala,Thrissur,Pazhayannur,PHC,Elanad PHC,Rural
Kerala,Thrissur,Chowannur,PHC,Kadangode PHC,Rural
Kerala,Thrissur,Pazhayannur,PHC,Kondazhy PHC,Rural
Kerala,Thrissur,Pazhayannur,PHC,Kuthampully PHC,Rural
Kerala,Thrissur,Wadakkanchery,PHC,Muloorkara PHC,Rural
Kerala,Thrissur,Wadakkanchery,PHC,Mundathikode PHC,Urban
Kerala,Thrissur,Pazhayannur,PHC,Panjal PHC,Rural
Kerala,Thrissur,Wadakkanchery,PHC,Thekkumkara PHC,Rural
Kerala,Thrissur,Pazhayannur,PHC,Thonoorkara PHC,Rural
Kerala,Thrissur,Pazhayannur,PHC,Vallathole Nagar PHC,Rural
Kerala,Thrissur,Wadakkanchery,PHC,Varavoor PHC,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Anthimahakalankavu,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Athur in Pazhanji,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Attoor,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Chelakode,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Elanad,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Eravathody,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Kadavallur,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Kallepadam,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Killimangalam,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Kondayur,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Kumarapanal,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Kumbalangadu,Urban
Kerala,Thrissur,Wadakkanchery,SHC,FWC Kundukadu,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Kurancherry,Urban
Kerala,Thrissur,Pazhayannur,SHC,FWC Kurumala,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Kuthampully,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Main center Kadangode,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Main center Mundathikode,Urban
Kerala,Thrissur,Wadakkanchery,SHC,FWC Main center Varavoor,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Main Centre Cheruthuruthy,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Main centre Desamangalam,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Main Centre Elanad,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Main Centre Kuthampully,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Main centre Muloorkara,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Main Centre Thonoorkara,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Malesamangalam,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Manalithara,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Mandanparambu,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Mangalam,Urban
Kerala,Thrissur,Pazhayannur,SHC,FWC Mayannur,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Muloorkara,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Nedumpura,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Pallom,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Pampady,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Panangattukara,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Pangarapally,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Panjal,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Paramelpadi,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Parlikadu,Urban
Kerala,Thrissur,Wadakkanchery,SHC,FWC Paruthipra,Urban
Kerala,Thrissur,Pazhayannur,SHC,FWC Pazhayannur,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Peringandur,Urban
Kerala,Thrissur,Pazhayannur,SHC,FWC Potta,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Pulakode,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Puthuruthy,Urban
Kerala,Thrissur,Pazhayannur,SHC,FWC Pynkulam,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC South Kondazhy,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Thalasserry,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Thali,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Thichoor,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Thonoorkara,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Thrikkanaya,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Varavoor,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Vazhakode,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Vedippara,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Veerolippadam,Rural
Kerala,Thrissur,Chowannur,SHC,FWC Vellarakadu,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Venganellur,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Vennur,Rural
Kerala,Thrissur,Pazhayannur,SHC,FWC Vettikatteri,Rural
Kerala,Thrissur,Wadakkanchery,SHC,FWC Viruppakka,Rural
Kerala,Thrissur,Notmapped,SHC,UHWC Mangalam,Urban
Kerala,Thrissur,Notmapped,SHC,UHWC Parlikkad,Urban
Kerala,Thrissur,Pazhayannur,SDH,Chelakkara TH,Rural
Kerala,Thrissur,Anthikkad,CHC,Alapad CHC,Rural
Kerala,Thrissur,Anthikkad,CHC,Anthikkad CHC,Rural
Kerala,Thrissur,Cherpu,CHC,Cherupu CHC,Rural
Kerala,Thrissur,Cherpu,CHC,Ollur CHC,Urban
Kerala,Thrissur,Puzhakkal,CHC,Tholur CHC,Rural
Kerala,Thrissur,Ollukkara,CHC,Vellanikkara CHC,Rural
Kerala,Thrissur,Puzhakkal,DH,GH Thrissur,Urban
Kerala,Thrissur,Puzhakkal,PHC,Adat PHC,Rural
Kerala,Thrissur,Anthikkad,PHC,Arimbur PHC,Rural
Kerala,Thrissur,Puzhakkal,PHC,Avanoor PHC,Rural
Kerala,Thrissur,Cherpu,PHC,Avinissery PHC,Rural
Kerala,Thrissur,Puzhakkal,PHC,Ayyanthole PHC,Urban
Kerala,Thrissur,Cherpu,PHC,Koorkanchery PHC,Urban
Kerala,Thrissur,Ollukkara,PHC,Madakkathara PHC,Rural
Kerala,Thrissur,Anthikkad,PHC,Manalur PHC,Rural
Kerala,Thrissur,Puzhakkal,PHC,Mundur PHC,Rural
Kerala,Thrissur,Ollukkara,PHC,Nadathara PHC,Rural
Kerala,Thrissur,Ollukkara,PHC,Ollukkara PHC,Urban
Kerala,Thrissur,Puzhakkal,PHC,Pamboor 24*7 PHC,Rural
Kerala,Thrissur,Cherpu,PHC,Paralam PHC,Rural
Kerala,Thrissur,Ollukkara,PHC,Pattikad PHC,Rural
Kerala,Thrissur,Puzhakkal,PHC,Poomala PHC,Rural
Kerala,Thrissur,Ollukkara,PHC,Puthur PHC,Rural
Kerala,Thrissur,Ollukkara,PHC,R V Puram PHC,Urban
Kerala,Thrissur,Ollukkara,PHC,UFHC Paravattani,Urban
Kerala,Thrissur,Cherpu,PHC,UPHC Gosayikkunnu,Urban
Kerala,Thrissur,Ollukkara,PHC,UPHC Kachery,Urban
Kerala,Thrissur,Cherpu,PHC,Vallachira PHC,Rural
Kerala,Thrissur,Ollukkara,PHC,Vaniyampara PHC,Rural
Kerala,Thrissur,Puzhakkal,PHC,Vilvattom PHC,Urban
Kerala,Thrissur,Puzhakkal,SHC,FWC Adat,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Ambakkad,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Ammadam,Rural
Kerala,Thrissur,Notmapped,SHC,FWC Anchery,Urban
Kerala,Thrissur,Anthikkad,SHC,FWC Anthikkad,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Arattupuzha,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Avanoor,Rural
Kerala,Thrissur,Cherpu,SHC,FWC Avinissery,Rural
Kerala,Thrissur,Anthikkad,SHC,FWC Chazhoor,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Chemmankandom,Rural
Kerala,Thrissur,Ollukkara,SHC,FWC Cherukunnu,Rural
Kerala,Thrissur,Puzhakkal,SHC,FWC Cherur,Urban
Kerala,Thrissur,Notmapped,SHC,FWC Chettupuzha,Urban
