Name of State/UTs,District,Health Block,Type of Facility (Category),Name of Facility,Urban/Rural
Uttar Pradesh,Hamirpur,Sumerpur,NON-FRU CHC,CHHANI,Rural
Uttar Pradesh,Hamirpur,,UPHC-AAM,Old RTO Office Near Laxmi Bai Park Hamirpur,Urban
Uttar Pradesh,Hamirpur,,DH UP TO 99  BEDDED,DISTRICT MEN HOSPITAL,Urban
Uttar Pradesh,Hamirpur,,DH UP TO 99  BEDDED,DISTRICT WOMEN HOSPITAL,Urban
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Aratara,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Bhaishmari,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Bhamai,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Bhaturi,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Bhulsi,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Bigahana,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Biharaka,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Budhai,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Chakdaha,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Chhimauli,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Chhirka,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Gudha,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Gusiyari,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Ichauli,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Kamahariya,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Karahiya,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Khandeh,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Kiswahi,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Kunehata,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Ladar,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Makrawan,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Maudaha F.P.,Rural
Uttar Pradesh,Hamirpur,Maudaha,NONFUNCTIONAL AS AAM-SHC,MAUDAHA MCH,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Maudha Dehat,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Mutni,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Narayach,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Padhori,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Parchha,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Parchhachh,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Patanpur,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Pipraunda,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Riwan,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Sayar,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Sisolar,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Sizwahi,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Tola,Rural
Uttar Pradesh,Hamirpur,Maudaha,AAM-SHC (R),Urdana,Rural
Uttar Pradesh,Hamirpur,Maudaha,PHC-AAM (R),New PHC Aratara,Rural
Uttar Pradesh,Hamirpur,Maudaha,PHC-AAM (R),New PHC Bhamai,Rural
Uttar Pradesh,Hamirpur,Maudaha,PHC-AAM (R),New PHC Karahiya,Rural
Uttar Pradesh,Hamirpur,Maudaha,PHC-AAM (R),New PHC Nayakpurwa,Rural
Uttar Pradesh,Hamirpur,Maudaha,PHC-AAM (R),New PHC Sisolar,Rural
Uttar Pradesh,Hamirpur,Maudaha,FRU CHC,Maudaha,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Alra gora,Rural
Uttar Pradesh,Hamirpur,Muskara,NONFUNCTIONAL AS AAM-SHC,Bahndhur khurd,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Bajehta,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Baswari,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Bhandhur Bujurg,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Bhugacicha,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Bihuni kala,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Bihuni khurd,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Biwar 1,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Biwar 2,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Chhani,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Chhili,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Gahroli 1,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Gahroli 2,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Gundela,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Hussina,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Imilia,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Kandoli,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Kargoun,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Khadehi,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Mahera,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Masgoun,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Muskara 1,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Muskara 2,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Niwada,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Nuria,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Pahadhi,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Ruri para,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Shivni,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Tikapur,Rural
Uttar Pradesh,Hamirpur,Muskara,AAM-SHC (R),Umri,Rural
Uttar Pradesh,Hamirpur,Muskara,PHC-AAM (R),Bihuni kala,Rural
Uttar Pradesh,Hamirpur,Muskara,PHC-AAM (R),Biwar,Rural
Uttar Pradesh,Hamirpur,Muskara,PHC-AAM (R),Gahroli,Rural
Uttar Pradesh,Hamirpur,Muskara,PHC-AAM (R),Ruripara,Rural
Uttar Pradesh,Hamirpur,Muskara,NON-FRU CHC,Imilia,Rural
Uttar Pradesh,Hamirpur,Muskara,NON-FRU CHC,Muskara,Rural
Uttar Pradesh,Hamirpur,,UPHC-AAM,UPHC Maudha,Urban
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Atgovn,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Bakrai,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Basela,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Dhamna,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Etkaur,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Galihiya,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Jhinnaveera,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Kaitha,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Kharakhar,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Kulhenda,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Kurra,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Lidhura,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Majhgovn,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Malheta,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Mavai,Rural
Uttar Pradesh,Hamirpur,Rath,NONFUNCTIONAL AS AAM-SHC,Nauranga,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Oudera,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Parakhera,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Pathnaudi,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Phadhigarhi,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Saidpur,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Sargovn,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Tolarawat,Rural
Uttar Pradesh,Hamirpur,Rath,AAM-SHC (R),Varda,Rural
Uttar Pradesh,Hamirpur,Rath,PHC-AAM (R),Atgovn,Rural
Uttar Pradesh,Hamirpur,Rath,PHC-AAM (R),Majhgovn,Rural
Uttar Pradesh,Hamirpur,Rath,PHC-AAM (R),Para Khera,Rural
Uttar Pradesh,Hamirpur,Rath,PHC-AAM (R),Tolarawat,Rural
Uttar Pradesh,Hamirpur,Rath,NON-FRU CHC,Nauranga,Rural
Uttar Pradesh,Hamirpur,Rath,FRU CHC,RATH,Rural
Uttar Pradesh,Hamirpur,,UAAM-SHC,Ayushmaan Arogya Mandir Chaubatta Near Ramleela Maidan Rath,Urban
Uttar Pradesh,Hamirpur,,UAAM-SHC,Ayushman Arogya Mandir Budhauliyana Near Orai Bus Stand,Urban
Uttar Pradesh,Hamirpur,,UAAM-SHC,Ayushman Arogya Mandir Sikandpura charkhari road Rath,Urban
Uttar Pradesh,Hamirpur,,UPHC-AAM,Purani PHC Rath,Urban
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Akona,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Amarpura,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Amgaon,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Amoond,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Aonta,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Baroli,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Chandwari Danda,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Chikasi,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Chilli,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Dhagwan,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Dhanouri,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Gohand,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Italiyabaja,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Italiyaraja,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Jakhedi,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Jarakhar I,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Jarakhar II,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Jigni,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Kachwakalan,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Leenga,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Mangroth,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Masguva,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Nadna,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Pathkhuri,Rural
Uttar Pradesh,Hamirpur,Gohand,AAM-SHC (R),Pawai,Rural
Uttar Pradesh,Hamirpur,Gohand,NONFUNCTIONAL AS AAM-SHC,Rahank,Rural
